# ../areas-test-mean-class -incl 1.0 -r 0.4 -in HIevent-LHC-Nch3600.dat -cam -discard 0.0 
#---------------------------------------------------------------------
#                     FastJet release 2.1 beta    			 
#            Written by Matteo Cacciari and Gavin Salam		 
#            http://www.lpthe.jussieu.fr/~salam/fastjet		 
#								      	 
# Longitudinally invariant Kt Jet clustering, using the fast geometric
# algorithms of hep-ph/0512210 (please cite this if you use FastJet)  
# This package makes use of the CGAL library: http://www.cgal.org/    
# This package incorporates T.Chan's closest-pair algorithm, Proc. 13th     
# ACM-SIAM Symposium on Discrete Algorithms, pp.472-473, 2002
#---------------------------------------------------------------------
# median_pt_per_area = 386.625
# sub_a, sub_b = 494.247 -11.2439
 ijet   rap      phi        Pt       area  +-   err   stddev  pt_corr  ptcr(a,b)
  292   8.99357  4.58955      4.560  0.000 +-  0.000  0.000      4.56      4.56
  293   5.98966  3.28624     38.498  0.170 +-  0.000  0.000    -27.05     23.09
  294  -1.62423  1.40611    121.458  0.239 +-  0.000  0.000     28.92     10.26
  295   6.94462  0.30767     38.656  0.000 +-  0.000  0.000     38.66     38.66
  296  -2.29187  3.63003    126.893  0.249 +-  0.000  0.000     30.49     18.39
  297   4.71245  4.65825     69.067  0.249 +-  0.000  0.000    -27.33      8.09
  298   6.58849  4.14301     26.249  0.000 +-  0.000  0.000     26.25     26.25
  299  11.17276  2.59621      1.888  0.000 +-  0.000  0.000      1.89      1.89
  300  -3.43026  4.79611     98.023  0.299 +-  0.000  0.000    -17.65    -10.27
  301   4.40635  2.45776     70.266  0.299 +-  0.000  0.000    -45.41    -12.29
  302  -1.15662  4.56183     83.544  0.180 +-  0.000  0.000     14.14     -2.48
  303  -8.18960  1.13504     18.645  0.000 +-  0.000  0.000     18.64     18.64
  304   2.43925  1.44963     77.785  0.219 +-  0.000  0.000     -7.05    -15.98
  305  -7.78656  3.31118     14.858  0.000 +-  0.000  0.000     14.86     14.86
  306  -4.84853  6.21551     60.618  0.269 +-  0.000  0.000    -43.49     -1.30
  307   0.21609  0.01453     80.954  0.209 +-  0.000  0.000     -0.02    -22.45
  308   3.08663  4.01662     73.177  0.209 +-  0.000  0.000     -7.80     -7.90
  309  -7.27212  6.00386     18.604  0.000 +-  0.000  0.000     18.60     18.60
  310  -2.14269  1.09741    126.469  0.279 +-  0.000  0.000     18.50      2.86
  311   1.31563  4.94713    137.924  0.279 +-  0.000  0.000     29.96      5.34
  312  -8.86600  5.98781      6.275  0.000 +-  0.000  0.000      6.28      6.28
  313   7.43767  1.51510     34.833  0.000 +-  0.000  0.000     34.83     34.83
  314   3.12568  5.80376     91.540  0.219 +-  0.000  0.000      6.71      7.20
  315  10.60563  1.76840      1.383  0.000 +-  0.000  0.000      1.38      1.38
  316   2.70012  4.82896     97.658  0.269 +-  0.000  0.000     -6.45    -13.36
  317  -0.50693  1.23524    118.558  0.239 +-  0.000  0.000     26.02      0.95
  318   6.59219  1.83333     23.249  0.000 +-  0.000  0.000     23.25     23.25
  319   2.21718  2.62638    104.086  0.219 +-  0.000  0.000     19.25      7.77
  320   2.43817  0.02374     86.611  0.189 +-  0.000  0.000     13.35      5.62
  321  -2.54198  1.68014    126.667  0.279 +-  0.000  0.000     18.70      8.94
  322  -4.55357  1.18892     56.484  0.219 +-  0.000  0.000    -28.35     -0.81
  323  -9.41057  3.08540      6.077  0.000 +-  0.000  0.000      6.08      6.08
  324  -8.41213  0.60987     11.443  0.000 +-  0.000  0.000     11.44     11.44
  325   3.15284  2.53815     61.120  0.180 +-  0.000  0.000     -8.29     -7.54
  326   0.46808  0.55093    104.078  0.229 +-  0.000  0.000     15.39     -8.73
  327  10.45295  2.26584      2.888  0.000 +-  0.000  0.000      2.89      2.89
  328  -2.71702  0.01454     57.834  0.150 +-  0.000  0.000     -0.01     -3.69
  329  -1.51448  5.79306    151.674  0.259 +-  0.000  0.000     51.42     30.20
  330   2.09951  2.23163     88.813  0.189 +-  0.000  0.000     15.55      4.55
  331   5.93738  4.69861     50.098  0.229 +-  0.000  0.000    -38.59     27.65
  332   6.89930  4.59568     25.148  0.000 +-  0.000  0.000     25.15     25.15
  333   9.10715  3.57370      3.839  0.000 +-  0.000  0.000      3.84      3.84
  334  -3.66984  0.42694    102.101  0.259 +-  0.000  0.000      1.85     13.21
  335  -5.62472  1.12843     27.526  0.209 +-  0.000  0.000    -53.45     -1.49
  336   8.34295  1.48673      7.635  0.000 +-  0.000  0.000      7.63      7.63
  337  10.15344  0.93597      3.957  0.000 +-  0.000  0.000      3.96      3.96
  338  -7.06900  5.64054     30.548  0.000 +-  0.000  0.000     30.55     30.55
  339  -2.35596  4.57712     99.744  0.219 +-  0.000  0.000     14.91      4.99
  340   6.43960  2.86167     42.153  0.000 +-  0.000  0.000     42.15     42.15
  341   1.87196  4.82598    111.632  0.239 +-  0.000  0.000     19.09      2.76
  342   3.99062  1.08708     73.412  0.259 +-  0.000  0.000    -26.84     -8.32
  343   0.33643  2.94267    107.133  0.249 +-  0.000  0.000     10.73    -15.78
  344  10.08269  3.96696      3.128  0.000 +-  0.000  0.000      3.13      3.13
  345  -2.33447  3.04367     73.865  0.209 +-  0.000  0.000     -7.11    -16.82
  346  -5.26852  1.32665     41.663  0.279 +-  0.000  0.000    -66.30     -9.20
  347 -10.36582  1.26094      2.671  0.000 +-  0.000  0.000      2.67      2.67
  348  -5.69015  6.22266     41.691  0.259 +-  0.000  0.000    -58.56      7.93
  349  -6.06879  2.79436     36.521  0.090 +-  0.000  0.000      1.82     29.33
  350  -1.99439  5.82839    103.474  0.259 +-  0.000  0.000      3.22    -13.09
  351   2.40874  5.17673     80.182  0.239 +-  0.000  0.000    -12.36    -22.51
  352  -7.41722  0.82540     23.649  0.000 +-  0.000  0.000     23.65     23.65
  353  -7.99001  0.19322     13.625  0.000 +-  0.000  0.000     13.63     13.63
  354  -2.47857  4.10207     94.115  0.219 +-  0.000  0.000      9.28      0.83
  355   4.52982  4.22442     62.381  0.209 +-  0.000  0.000    -18.59      7.19
  356  -4.17427  1.51471     59.393  0.219 +-  0.000  0.000    -25.44     -6.06
  357  -2.46611  0.79946     81.756  0.189 +-  0.000  0.000      8.49      1.06
  358   3.54193  3.75071     65.692  0.189 +-  0.000  0.000     -7.57     -1.23
  359   0.44847  5.87270     97.523  0.199 +-  0.000  0.000     20.40     -0.61
  360   4.22669  2.93580     79.304  0.249 +-  0.000  0.000    -17.09      6.16
  361   2.00710  0.41114     74.266  0.199 +-  0.000  0.000     -2.85    -15.28
  362  10.29519  4.39002      2.158  0.000 +-  0.000  0.000      2.16      2.16
  363   2.44780  1.88571    101.197  0.209 +-  0.000  0.000     20.22     11.79
  364  -4.33110  4.90272     92.358  0.219 +-  0.000  0.000      7.53     30.19
  365   1.90775  1.40158    126.784  0.269 +-  0.000  0.000     22.67      4.71
  366   5.55474  5.45603     45.083  0.219 +-  0.000  0.000    -39.75     12.76
  367   1.34655  6.11308    111.624  0.229 +-  0.000  0.000     22.94      2.93
  368   6.96255  3.75631     30.453  0.000 +-  0.000  0.000     30.45     30.45
  369   2.28347  5.91745     59.907  0.180 +-  0.000  0.000     -9.50    -18.30
  370  10.09247  1.90649      1.292  0.000 +-  0.000  0.000      1.29      1.29
  371   3.27798  0.62952     60.291  0.170 +-  0.000  0.000     -5.26     -3.02
  372  -6.21933  5.04525     22.652  0.020 +-  0.000  0.000     14.94     21.47
  373   8.71796  1.18246      5.718  0.000 +-  0.000  0.000      5.72      5.72
  374  -4.97772  2.88347     45.258  0.209 +-  0.000  0.000    -35.72      0.09
  375  -1.91029  3.18904    101.975  0.209 +-  0.000  0.000     21.00      7.05
  376  -1.23757  4.95801    109.669  0.259 +-  0.000  0.000      9.41    -14.03
  377  -4.40803  5.33337     70.297  0.229 +-  0.000  0.000    -18.39      7.04
  378  -5.31261  4.93873     35.395  0.259 +-  0.000  0.000    -64.86    -10.48
  379   9.00503  4.10383      3.285  0.000 +-  0.000  0.000      3.29      3.29
  380   3.06539  1.10164     61.792  0.189 +-  0.000  0.000    -11.47    -11.84
  381   7.02169  1.95266     27.656  0.000 +-  0.000  0.000     27.66     27.66
  382   9.14181  1.20505      5.295  0.000 +-  0.000  0.000      5.30      5.30
  383   6.95288  5.62918     21.297  0.000 +-  0.000  0.000     21.30     21.30
  384  -6.96374  1.07426     22.146  0.000 +-  0.000  0.000     22.15     22.15
  385   4.79892  0.63231     42.567  0.189 +-  0.000  0.000    -30.70     -2.02
  386   2.74041  3.66542     65.306  0.170 +-  0.000  0.000     -0.24     -4.17
  387   7.44333  1.01299     27.701  0.000 +-  0.000  0.000     27.70     27.70
  388   2.72526  2.81620     67.050  0.170 +-  0.000  0.000      1.50     -2.59
  389  -6.80089  5.24210     21.120  0.000 +-  0.000  0.000     21.12     21.12
  390  -3.75188  0.91025     70.214  0.140 +-  0.000  0.000     16.23     23.30
  391   0.82285  4.91818    108.804  0.209 +-  0.000  0.000     27.83      6.88
  392  -9.91567  3.18223      1.211  0.000 +-  0.000  0.000      1.21      1.21
  393  -4.71309  3.77047     51.668  0.209 +-  0.000  0.000    -29.31      0.46
  394  -1.17634  0.56697     62.199  0.110 +-  0.000  0.000     19.78      9.68
  395   2.03016  1.80992     72.949  0.180 +-  0.000  0.000      3.54     -7.46
  396  -6.94476  3.17753     24.593  0.000 +-  0.000  0.000     24.59     24.59
  397  -0.96886  2.65768     89.327  0.180 +-  0.000  0.000     19.92      2.49
  398  -4.24591  3.64433     44.419  0.229 +-  0.000  0.000    -44.27    -22.46
  399   3.69744  0.64328     50.747  0.150 +-  0.000  0.000     -7.09     -0.20
  400  -5.14008  2.02538     42.894  0.219 +-  0.000  0.000    -41.94     -0.37
  401 -10.96325  0.37539      1.739  0.000 +-  0.000  0.000      1.74      1.74
  402  -4.45939  4.40609     43.674  0.189 +-  0.000  0.000    -29.59     -7.61
  403   1.08405  0.18828     77.161  0.219 +-  0.000  0.000     -7.67    -28.38
  404  -4.23006  3.22564     50.780  0.180 +-  0.000  0.000    -18.63     -1.83
  405   5.97647  5.64833     33.640  0.120 +-  0.000  0.000    -12.63     22.55
  406  -7.92877  2.07308      5.086  0.000 +-  0.000  0.000      5.09      5.09
  407   1.11010  5.32740     71.629  0.130 +-  0.000  0.000     21.50      9.34
  408  -3.76957  1.34887     65.746  0.170 +-  0.000  0.000      0.19      9.04
  409   3.75934  3.17570     56.259  0.180 +-  0.000  0.000    -13.15     -3.94
  410  -5.95850  1.49974     24.774  0.150 +-  0.000  0.000    -33.06     10.56
  411  -8.30190  4.83812     16.454  0.000 +-  0.000  0.000     16.45     16.45
  412  -3.69718  6.19026     79.765  0.219 +-  0.000  0.000     -5.07      5.04
  413   2.97759  1.54379     80.982  0.209 +-  0.000  0.000      0.01     -1.65
  414   2.71760  3.25832     99.933  0.229 +-  0.000  0.000     11.25      5.61
  415   8.49644  4.92993      7.922  0.000 +-  0.000  0.000      7.92      7.92
  416   9.99081  1.45024      3.800  0.000 +-  0.000  0.000      3.80      3.80
  417   2.29939  3.70017     81.633  0.170 +-  0.000  0.000     16.08      7.91
  418   1.11867  3.86362     64.553  0.150 +-  0.000  0.000      6.71     -7.28
  419   1.47318  4.08387    115.348  0.199 +-  0.000  0.000     38.23     21.63
  420   7.33799  4.71107     14.432  0.000 +-  0.000  0.000     14.43     14.43
  421  -7.28850  4.16377     19.255  0.000 +-  0.000  0.000     19.25     19.25
  422   3.46308  1.01869     59.789  0.180 +-  0.000  0.000     -9.62     -4.73
  423   3.53446  5.78385     41.369  0.130 +-  0.000  0.000     -8.76     -4.50
  424  -2.69970  3.72097     55.682  0.160 +-  0.000  0.000     -6.01    -10.11
  425   0.62901  0.02974     96.499  0.160 +-  0.000  0.000     34.80     18.34
  426  -8.70358  4.54078      4.380  0.000 +-  0.000  0.000      4.38      4.38
  427  -7.88948  5.89131      8.473  0.000 +-  0.000  0.000      8.47      8.47
  428  -1.41054  4.21467     78.634  0.120 +-  0.000  0.000     32.36     22.16
  429  -8.86047  0.18086      4.446  0.000 +-  0.000  0.000      4.45      4.45
  430  -4.50190  5.73838     38.617  0.189 +-  0.000  0.000    -34.65    -11.86
  431  -8.85589  0.85594      2.878  0.000 +-  0.000  0.000      2.88      2.88
  432  -1.18107  2.26745     71.975  0.180 +-  0.000  0.000      2.57    -13.94
  433  -3.89127  2.60085     47.710  0.189 +-  0.000  0.000    -25.55    -13.68
  434   7.37888  0.58532     21.303  0.000 +-  0.000  0.000     21.30     21.30
  435   0.03850  3.88358     89.636  0.140 +-  0.000  0.000     35.65     20.63
  436  -0.32916  1.90993     62.300  0.120 +-  0.000  0.000     16.03      3.29
  437   0.04004  0.43033     68.603  0.140 +-  0.000  0.000     14.62     -0.40
  438   4.25085  4.51369     30.728  0.110 +-  0.000  0.000    -11.69     -1.20
  439   8.91176  1.73060      3.349  0.000 +-  0.000  0.000      3.35      3.35
  440  -2.97589  5.63231     52.402  0.130 +-  0.000  0.000      2.27      1.23
  441   1.85816  3.82655     67.614  0.150 +-  0.000  0.000      9.78     -0.52
  442  -4.05450  5.63973     58.290  0.199 +-  0.000  0.000    -18.83     -3.43
  443   7.42991  0.10677     26.305  0.000 +-  0.000  0.000     26.30     26.30
  444  -2.27735  6.27280     64.760  0.150 +-  0.000  0.000      6.92     -0.46
  445   0.29107  4.24710     70.549  0.120 +-  0.000  0.000     24.28     11.51
  446   6.89686  6.12518     13.048  0.000 +-  0.000  0.000     13.05     13.05
  447   6.04184  2.73590     22.200  0.110 +-  0.000  0.000    -20.21     13.01
  448   1.14953  2.53211     79.460  0.160 +-  0.000  0.000     17.76      2.96
  449  11.52228  5.27241      1.439  0.000 +-  0.000  0.000      1.44      1.44
  450  11.45547  0.88437      1.528  0.000 +-  0.000  0.000      1.53      1.53
  451   4.86692  5.13923     27.951  0.150 +-  0.000  0.000    -29.89     -6.14
  452  -7.93103  0.75074      8.691  0.000 +-  0.000  0.000      8.69      8.69
  453  -0.42846  3.79942    108.347  0.170 +-  0.000  0.000     42.80     24.90
  454  11.52254  0.13035      1.343  0.000 +-  0.000  0.000      1.34      1.34
  455   4.36083  1.41848     46.279  0.160 +-  0.000  0.000    -15.42      1.53
  456   6.90701  5.10675     15.098  0.000 +-  0.000  0.000     15.10     15.10
  457   7.04003  4.20495     13.853  0.000 +-  0.000  0.000     13.85     13.85
  458  -9.53852  1.99580      1.433  0.000 +-  0.000  0.000      1.43      1.43
  459   1.54578  4.57537     59.073  0.110 +-  0.000  0.000     16.66      7.80
  460 -10.67182  5.15211      1.158  0.000 +-  0.000  0.000      1.16      1.16
  461  -5.57374  5.82200     29.629  0.110 +-  0.000  0.000    -12.79     13.73
  462  -3.46137  4.26362     44.003  0.150 +-  0.000  0.000    -13.84     -9.78
  463  -6.05940  1.91632     15.013  0.060 +-  0.000  0.000     -8.12     10.14
  464  -9.35963  3.51358      5.069  0.000 +-  0.000  0.000      5.07      5.07
  465   3.60219  5.09713     49.949  0.120 +-  0.000  0.000      3.68      8.26
  466  -9.99590  5.84731      2.076  0.000 +-  0.000  0.000      2.08      2.08
  467  -0.60717  5.48925     49.196  0.090 +-  0.000  0.000     14.49      5.20
  468   7.88588  5.49745      6.843  0.000 +-  0.000  0.000      6.84      6.84
  469   5.08614  3.16060     17.282  0.120 +-  0.000  0.000    -28.99     -7.06
  470   9.51268  3.77971      5.386  0.000 +-  0.000  0.000      5.39      5.39
  471   2.78639  5.36161     45.047  0.100 +-  0.000  0.000      6.49      4.46
  472 -11.22632  4.51022      1.294  0.000 +-  0.000  0.000      1.29      1.29
  473   5.57300  1.46610     16.447  0.100 +-  0.000  0.000    -22.11      1.98
  474   8.57810  4.45395      1.981  0.000 +-  0.000  0.000      1.98      1.98
  475   2.27058  4.74342     24.675  0.070 +-  0.000  0.000     -2.32     -5.78
  476 -14.23522  5.88782      1.618  0.000 +-  0.000  0.000      1.62      1.62
  477  10.52712  4.00532      1.312  0.000 +-  0.000  0.000      1.31      1.31
  478 -12.12371  2.32723      3.026  0.000 +-  0.000  0.000      3.03      3.03
  479 -14.08385  3.52909      1.196  0.000 +-  0.000  0.000      1.20      1.20
