   42  -8.24197  2.28127      2.083  0.000 +-  0.000  0.000      2.08      2.08
   43  -5.97006  2.69257      2.732  0.249 +-  0.000  0.000     -3.60     -0.71
   44   3.48117  1.23295      9.137  0.309 +-  0.000  0.000      1.29     -0.88
   45   6.28692  3.97748      2.138  0.000 +-  0.000  0.000      2.14      2.14
   46   3.53509  2.06210     10.732  0.249 +-  0.000  0.000      4.40      2.73
   47   5.74818  3.60635      2.202  0.359 +-  0.000  0.000     -6.91     -3.49
   48   0.22203  6.27706     10.865  0.319 +-  0.000  0.000      2.77     -2.52
   49   3.53624  1.65824      8.038  0.369 +-  0.000  0.000     -1.33     -3.81
   50  -4.06937  1.35350     12.044  0.409 +-  0.000  0.000      1.67      0.23
   51  -4.45032  5.42188      7.228  0.429 +-  0.000  0.000     -3.66     -4.06
   52 -12.12371  2.32723      3.026  0.000 +-  0.000  0.000      3.03      3.03
   53  -4.54692  2.23170      6.418  0.349 +-  0.000  0.000     -2.44     -2.53
   54   5.28659  0.48468      7.651  0.489 +-  0.000  0.000     -4.75     -2.07
   55  -4.34526  5.01095     20.022  0.299 +-  0.000  0.000     12.43     11.93
   56  -7.89998  4.51218      2.408  0.000 +-  0.000  0.000      2.41      2.41
   57   8.15777  0.62979      2.637  0.000 +-  0.000  0.000      2.64      2.64
   58  -7.18266  3.48232      2.303  0.000 +-  0.000  0.000      2.30      2.30
   59  -7.21141  4.80671      4.919  0.000 +-  0.000  0.000      4.92      4.92
   60  -2.01589  1.59456     25.202  0.598 +-  0.000  0.000     10.02      2.00
   61  -6.68106  2.44720      6.131  0.000 +-  0.000  0.000      6.13      6.13
   62   5.54837  2.30867      2.090  0.529 +-  0.000  0.000    -11.32     -7.24
   63   2.27211  3.15818      6.205  0.239 +-  0.000  0.000      0.13     -2.87
   64  -3.47351  3.44333     15.480  0.559 +-  0.000  0.000      1.31     -2.64
   65  10.96318  3.68078      2.382  0.000 +-  0.000  0.000      2.38      2.38
   66  -6.89811  5.47172      6.436  0.000 +-  0.000  0.000      6.44      6.44
   67  -4.26091  2.66513     14.228  0.419 +-  0.000  0.000      3.60      2.65
   68  -4.82178  4.60091      2.007  0.289 +-  0.000  0.000     -5.33     -4.82
   69   4.55602  3.90883      9.602  0.170 +-  0.000  0.000      5.30      5.27
   70   2.01628  4.06921      4.146  0.269 +-  0.000  0.000     -2.69     -6.30
   71   5.64230  4.38310      6.811  0.399 +-  0.000  0.000     -3.31      0.10
   72  -5.32214  4.14676     11.717  0.469 +-  0.000  0.000     -0.18      2.54
   73   7.12356  2.44282      2.539  0.000 +-  0.000  0.000      2.54      2.54
   74   6.91844  1.97506      3.505  0.000 +-  0.000  0.000      3.50      3.50
   75   6.92983  3.96341      2.468  0.000 +-  0.000  0.000      2.47      2.47
   76  -1.32412  5.04329      7.363  0.389 +-  0.000  0.000     -2.51     -8.43
   77   0.81573  4.88210     13.626  0.160 +-  0.000  0.000      9.58      7.01
   78   0.81980  0.12993     12.367  0.339 +-  0.000  0.000      3.76     -1.69
   79   0.65419  2.20717      2.942  0.239 +-  0.000  0.000     -3.13     -7.03
   80   3.64091  4.29762     13.106  0.489 +-  0.000  0.000      0.71     -2.29
   81  -2.92557  0.56802     13.165  0.289 +-  0.000  0.000      5.83      2.98
   82  -7.08091  5.96399      2.211  0.000 +-  0.000  0.000      2.21      2.21
   83  -0.52098  3.12395      2.230  0.399 +-  0.000  0.000     -7.89    -14.44
   84   4.29131  0.84738     13.633  0.568 +-  0.000  0.000     -0.79     -1.96
   85  -0.80617  2.82859      2.034  0.160 +-  0.000  0.000     -2.02     -4.59
   86   2.14484  1.46951      7.349  0.120 +-  0.000  0.000      4.31      2.76
   87   4.58244  1.46725     10.138  0.499 +-  0.000  0.000     -2.52     -2.52
   88   4.03167  2.71925     16.211  0.239 +-  0.000  0.000     10.14      9.24
   89  -5.82261  3.69874      2.207  0.369 +-  0.000  0.000     -7.16     -3.39
   90  -8.22999  5.89614      2.260  0.000 +-  0.000  0.000      2.26      2.26
   91   4.23229  3.47992      4.270  0.369 +-  0.000  0.000     -5.09     -6.00
   92  -0.63068  2.19925      7.069  0.219 +-  0.000  0.000      1.50     -2.08
   93   0.11670  2.43859     26.700  0.668 +-  0.000  0.000      9.74     -1.35
   94   1.41757  2.47209      9.823  0.279 +-  0.000  0.000      2.74     -1.46
   95   1.03808  4.50751      2.030  0.170 +-  0.000  0.000     -2.27     -4.95
   96  -2.58683  1.36370     19.288  0.359 +-  0.000  0.000     10.18      6.11
   97  -3.96566  5.15262      4.221  0.140 +-  0.000  0.000      0.68      0.09
   98  -6.12977  0.53035      5.263  0.180 +-  0.000  0.000      0.71      3.06
   99  -3.23442  2.21173      2.829  0.239 +-  0.000  0.000     -3.24     -5.24
  100  -6.43699  5.53058      2.103  0.000 +-  0.000  0.000      2.10      2.10
  101  -6.63919  3.34301      4.185  0.000 +-  0.000  0.000      4.18      4.18
  102   5.74535  0.99829      6.820  0.309 +-  0.000  0.000     -1.03      1.91
  103  -0.38700  5.54760      9.625  0.399 +-  0.000  0.000     -0.50     -7.08
  104  -1.14121  2.51373     17.139  0.419 +-  0.000  0.000      6.51     -0.02
  105  -7.38227  5.61710      2.598  0.000 +-  0.000  0.000      2.60      2.60
  106  -3.99223  5.70022      7.605  0.239 +-  0.000  0.000      1.53      0.57
  107   1.65790  0.20573      2.424  0.339 +-  0.000  0.000     -6.18    -11.08
  108   0.94024  1.73435     11.974  0.349 +-  0.000  0.000      3.12     -2.44
  109   2.22944  4.58465      6.539  0.180 +-  0.000  0.000      1.98     -0.29
  110   4.69252  4.46473      4.664  0.309 +-  0.000  0.000     -3.18     -2.93
  111   2.13646  0.70963      7.265  0.459 +-  0.000  0.000     -4.38    -10.34
  112   9.58960  3.78832      2.300  0.000 +-  0.000  0.000      2.30      2.30
  113  -4.26565  6.22991      4.464  0.289 +-  0.000  0.000     -2.88     -3.52
  114   2.36158  5.38911      5.358  0.239 +-  0.000  0.000     -0.72     -3.64
  115   7.95906  3.12399      4.927  0.000 +-  0.000  0.000      4.93      4.93
  116   4.90487  3.56112     17.767  0.279 +-  0.000  0.000     10.68     11.35
  117  -4.70469  0.87260      4.884  0.549 +-  0.000  0.000     -9.04     -8.55
  118   1.98118  5.20899      8.568  0.429 +-  0.000  0.000     -2.32     -8.11
  119   5.03442  5.30972      8.790  0.339 +-  0.000  0.000      0.18      1.35
  120   3.61006  2.57882     14.831  0.339 +-  0.000  0.000      6.23      4.09
  121   7.71440  0.47361      2.026  0.000 +-  0.000  0.000      2.03      2.03
  122  -2.11044  4.28980      4.775  0.289 +-  0.000  0.000     -2.56     -6.35
  123   2.65653  4.51157      7.911  0.339 +-  0.000  0.000     -0.69     -4.44
  124   1.40316  4.11211     42.157  0.229 +-  0.000  0.000     36.34     32.88
  125   3.99457  5.96429     43.258  0.798 +-  0.000  0.000     23.01     19.82
  126  -7.16893  1.95610      3.049  0.000 +-  0.000  0.000      3.05      3.05
  127   1.63127  3.05431     14.644  0.439 +-  0.000  0.000      3.51     -2.86
  128   5.84287  5.82987     10.907  0.658 +-  0.000  0.000     -5.80      1.04
  129  -6.24259  4.08428      3.192  0.110 +-  0.000  0.000      0.41      1.97
  130   0.30585  4.76483     11.858  0.209 +-  0.000  0.000      6.54      3.08
  131  -4.09662  0.40141     11.996  0.259 +-  0.000  0.000      5.42      4.55
  132  -5.04505  2.27796      8.116  0.559 +-  0.000  0.000     -6.06     -4.09
  133  -0.82307  1.81679     14.667  0.229 +-  0.000  0.000      8.85      5.16
  134   3.41864  4.68340      2.665  0.189 +-  0.000  0.000     -2.14     -3.54
  135   2.71292  0.82965     10.633  0.299 +-  0.000  0.000      3.04     -0.19
  136  -4.80020  3.59056      5.021  0.369 +-  0.000  0.000     -4.34     -3.75
  137  -1.61932  4.72616      6.074  0.239 +-  0.000  0.000      0.00     -3.48
  138  -2.42151  3.87386      9.176  0.279 +-  0.000  0.000      2.09     -1.26
  139   7.69295  5.09389      7.440  0.000 +-  0.000  0.000      7.44      7.44
  140   6.62103  3.23724      2.422  0.000 +-  0.000  0.000      2.42      2.42
  141   3.10391  4.00525      7.146  0.259 +-  0.000  0.000      0.57     -1.77
  142   0.59934  4.44843     11.120  0.339 +-  0.000  0.000      2.51     -3.02
  143   1.51772  1.90290     29.464  0.419 +-  0.000  0.000     18.83     12.64
  144  -0.78125  5.15072     13.233  0.369 +-  0.000  0.000      3.87     -2.09
  145   4.95289  1.81731      5.016  0.229 +-  0.000  0.000     -0.81     -0.17
  146  -7.08694  0.14860      2.296  0.000 +-  0.000  0.000      2.30      2.30
  147   0.98810  0.70093      6.577  0.189 +-  0.000  0.000      1.77     -1.23
  148  -1.55848  6.00965     13.869  0.259 +-  0.000  0.000      7.29      3.48
  149  -5.01277  5.69885      5.640  0.439 +-  0.000  0.000     -5.50     -4.07
  150   5.90628  4.76146      2.303  0.219 +-  0.000  0.000     -3.26     -0.86
  151  -4.82969  6.22067      8.170  0.449 +-  0.000  0.000     -3.22     -2.40
  152  -4.90295  1.41490      4.884  0.459 +-  0.000  0.000     -6.76     -5.66
  153   7.16096  5.01253      2.425  0.000 +-  0.000  0.000      2.43      2.43
  154  -1.09425  5.67877     31.493  0.439 +-  0.000  0.000     20.36     13.48
  155   1.11140  3.60523      7.044  0.180 +-  0.000  0.000      2.49     -0.32
  156   3.85964  0.84352     16.360  0.419 +-  0.000  0.000      5.73      3.70
  157  -0.99889  0.01394      6.066  0.249 +-  0.000  0.000     -0.26     -4.21
  158   8.59671  3.93647      2.037  0.000 +-  0.000  0.000      2.04      2.04
  159  -0.76731  4.42052     24.154  0.658 +-  0.000  0.000      7.45     -3.18
  160   6.07037  2.73908      2.008  0.070 +-  0.000  0.000      0.24      1.11
  161   0.25772  1.27957     22.728  0.419 +-  0.000  0.000     12.10      5.16
  162   5.49797  1.81317      7.469  0.269 +-  0.000  0.000      0.64      2.60
  163   7.27720  0.16197      8.476  0.000 +-  0.000  0.000      8.48      8.48
  164  -5.88781  4.83416      2.080  0.549 +-  0.000  0.000    -11.84     -5.91
  165  -2.83819  4.16802      6.754  0.239 +-  0.000  0.000      0.68     -1.77
  166   0.07733  2.94139     11.427  0.329 +-  0.000  0.000      3.07     -2.39
  167   1.38075  5.75030      5.494  0.379 +-  0.000  0.000     -4.12     -9.85
  168  -6.86782  0.94119      2.460  0.000 +-  0.000  0.000      2.46      2.46
  169  -5.87218  2.18660      2.362  0.399 +-  0.000  0.000     -7.76     -3.51
  170  -3.46871  5.55474      5.136  0.150 +-  0.000  0.000      1.34      0.28
  171   2.63531  1.38585      4.478  0.289 +-  0.000  0.000     -2.86     -6.08
  172   3.61389  5.20752      2.278  0.329 +-  0.000  0.000     -6.07     -8.14
  173   2.87371  4.90952      4.463  0.299 +-  0.000  0.000     -3.13     -6.15
  174   2.32315  1.85728     10.769  0.299 +-  0.000  0.000      3.18     -0.52
  175   0.81959  1.15548      7.340  0.369 +-  0.000  0.000     -2.02     -7.96
  176  -4.46967  4.29916      8.624  0.578 +-  0.000  0.000     -6.06     -6.53
  177   2.79163  1.97807      4.278  0.319 +-  0.000  0.000     -3.82     -7.16
  178   0.50539  0.62963      7.707  0.249 +-  0.000  0.000      1.38     -2.71
  179  -0.03627  3.42492      2.068  0.110 +-  0.000  0.000     -0.72     -2.54
  180   0.12424  5.44229      3.099  0.309 +-  0.000  0.000     -4.75     -9.88
  181  -2.74345  2.53229      2.216  0.439 +-  0.000  0.000     -8.92    -13.60
  182   2.40697  3.68663      7.814  0.628 +-  0.000  0.000     -8.13    -15.69
  183   2.06519  2.23386     12.373  0.339 +-  0.000  0.000      3.77     -0.72
  184  -1.35032  1.77476      9.488  0.319 +-  0.000  0.000      1.39     -3.45
  185  -2.86067  3.52039      2.569  0.309 +-  0.000  0.000     -5.28     -8.41
  186  -1.46019  0.15053      2.259  0.299 +-  0.000  0.000     -5.33     -9.80
  187  -3.79548  0.84548     27.228  0.259 +-  0.000  0.000     20.65     19.29
  188  -6.65710  6.25433      4.128  0.000 +-  0.000  0.000      4.13      4.13
  189   4.60075  5.01547     22.570  0.519 +-  0.000  0.000      9.41      9.47
  190   7.24695  4.46685      2.203  0.000 +-  0.000  0.000      2.20      2.20
  191  -9.27496  2.60185      2.452  0.000 +-  0.000  0.000      2.45      2.45
  192   3.81957  3.21263      8.085  0.269 +-  0.000  0.000      1.25     -0.12
  193   4.78913  2.93897      6.600  0.578 +-  0.000  0.000     -8.08     -7.20
  194  -2.29827  5.83386     12.722  0.529 +-  0.000  0.000     -0.69     -7.27
  195   2.58684  0.10513     29.859  0.937 +-  0.000  0.000      6.07     -4.55
  196  -5.57381  5.61372      4.635  0.339 +-  0.000  0.000     -3.97     -1.27
  197  -0.02274  0.52850      4.526  0.100 +-  0.000  0.000      2.00      0.34
  198   6.98315  5.58712      5.032  0.000 +-  0.000  0.000      5.03      5.03
  199   6.15778  1.63371      4.715  0.189 +-  0.000  0.000     -0.09      2.44
  200  -4.09866  3.58299      4.816  0.349 +-  0.000  0.000     -4.04     -5.20
  201   5.83163  5.23187      7.235  0.180 +-  0.000  0.000      2.68      4.53
  202   7.54630  0.99107      6.549  0.000 +-  0.000  0.000      6.55      6.55
  203  -5.51142  1.67339      2.658  0.329 +-  0.000  0.000     -5.69     -3.26
  204  -3.78211  4.39347     30.678  0.399 +-  0.000  0.000     20.55     18.44
  205  -2.21967  0.14593      8.865  0.459 +-  0.000  0.000     -2.78     -8.61
  206  -1.73617  2.34202     10.887  0.209 +-  0.000  0.000      5.57      2.59
  207   4.82551  0.03927      6.956  0.469 +-  0.000  0.000     -4.94     -4.09
  208   5.21119  3.01121      5.437  0.319 +-  0.000  0.000     -2.66     -1.11
  209   2.81208  3.24019     12.128  0.239 +-  0.000  0.000      6.05      3.57
  210  -5.93898  6.12816      6.625  0.309 +-  0.000  0.000     -1.22      2.27
  211   3.06659  5.72461     15.603  0.399 +-  0.000  0.000      5.48      1.82
  212  -3.65485  6.15428     20.211  0.419 +-  0.000  0.000      9.58      7.05
  213  -6.00811  1.19979      2.021  0.180 +-  0.000  0.000     -2.53     -0.39
  214   1.86450  5.77627      6.756  0.289 +-  0.000  0.000     -0.58     -4.59
  215   3.26138  0.63067      4.827  0.309 +-  0.000  0.000     -3.02     -5.56
  216  -7.17008  1.33734      2.463  0.000 +-  0.000  0.000      2.46      2.46
  217  -7.41728  3.90487      2.840  0.000 +-  0.000  0.000      2.84      2.84
  218   3.61672  0.19879     18.346  0.459 +-  0.000  0.000      6.70      3.83
  219   4.37620  1.92484      7.859  0.209 +-  0.000  0.000      2.54      2.24
  220  -0.48479  1.59154     13.867  0.259 +-  0.000  0.000      7.29      3.03
  221   0.84189  5.34888     18.672  0.429 +-  0.000  0.000      7.79      0.90
  222  -1.58240  5.55836      8.001  0.239 +-  0.000  0.000      1.93     -1.58
  223  -2.18868  5.13271     23.471  0.479 +-  0.000  0.000     11.32      5.18
  224   7.25278  3.10697      6.730  0.000 +-  0.000  0.000      6.73      6.73
  225   4.36544  2.32569      7.684  0.219 +-  0.000  0.000      2.12      1.78
  226  -3.55539  4.87729     11.493  0.559 +-  0.000  0.000     -2.68     -6.38
  227  -5.38809  4.81915      5.643  0.299 +-  0.000  0.000     -1.95     -0.05
  228  -1.42619  3.17851     11.899  0.379 +-  0.000  0.000      2.28     -3.41
  229   0.37758  3.52576      6.056  0.279 +-  0.000  0.000     -1.03     -5.64
  230  -3.64530  0.33137     26.927  0.259 +-  0.000  0.000     20.35     18.76
  231  -4.05960  3.15235      8.803  0.319 +-  0.000  0.000      0.70     -0.44
  232  -2.98381  4.62145      4.324  0.339 +-  0.000  0.000     -4.28     -7.53
  233   7.41898  1.53450      2.086  0.000 +-  0.000  0.000      2.09      2.09
  234   0.81517  3.95209     12.825  0.229 +-  0.000  0.000      7.00      3.31
  235  -2.46714  4.75275     20.297  0.369 +-  0.000  0.000     10.93      6.58
  236   4.14855  4.07765     16.185  0.568 +-  0.000  0.000      1.76      0.05
  237   1.32843  5.02832     10.321  0.359 +-  0.000  0.000      1.21     -4.26
  238  -5.40819  0.09720      4.319  0.339 +-  0.000  0.000     -4.29     -2.08
  239  -0.21288  3.95445     97.710  0.828 +-  0.000  0.000     76.70     62.98
