# ../areas-test-mean-class -incl 1.0 -r 0.4 -in HIevent-LHC-Nch3600.dat -cam -discard 1.0 
#---------------------------------------------------------------------
#                     FastJet release 2.1 beta    			 
#            Written by Matteo Cacciari and Gavin Salam		 
#            http://www.lpthe.jussieu.fr/~salam/fastjet		 
#								      	 
# Longitudinally invariant Kt Jet clustering, using the fast geometric
# algorithms of hep-ph/0512210 (please cite this if you use FastJet)  
# This package makes use of the CGAL library: http://www.cgal.org/    
# This package incorporates T.Chan's closest-pair algorithm, Proc. 13th     
# ACM-SIAM Symposium on Discrete Algorithms, pp.472-473, 2002
#---------------------------------------------------------------------
# median_pt_per_area = 122.912
# sub_a, sub_b = 164.797 -3.78748
 ijet   rap      phi        Pt       area  +-   err   stddev  pt_corr  ptcr(a,b)
   20  -7.19846  2.71507     16.093  0.000 +-  0.000  0.000     16.09     16.09
   21   1.66626  0.09244     26.066  0.199 +-  0.000  0.000      1.55     -4.71
   22  -4.97639  5.72569     20.168  0.259 +-  0.000  0.000    -11.70      1.76
   23  -4.49281  1.28421     16.302  0.229 +-  0.000  0.000    -11.89     -3.96
   24  -7.55691  6.28267      7.562  0.000 +-  0.000  0.000      7.56      7.56
   25 -10.38525  1.24899      2.389  0.000 +-  0.000  0.000      2.39      2.39
   26  -3.86908  1.41080     28.976  0.289 +-  0.000  0.000     -6.57     -2.29
   27   9.12092  5.99928      1.048  0.000 +-  0.000  0.000      1.05      1.05
   28   6.74458  2.39197      4.705  0.000 +-  0.000  0.000      4.70      4.70
   29   0.96965  5.35232     61.184  0.319 +-  0.000  0.000     21.96      9.73
   30  -3.68302  2.17591     30.043  0.339 +-  0.000  0.000    -11.64     -8.42
   31   2.24991  3.42352     40.267  0.299 +-  0.000  0.000      3.49     -3.30
   32  -4.38393  4.93280     36.958  0.219 +-  0.000  0.000      9.99     16.77
   33  -4.32057  2.67988     57.372  0.349 +-  0.000  0.000     14.47     24.53
   34  -0.94162  3.48270     58.636  0.459 +-  0.000  0.000      2.25    -15.43
   35   5.42464  5.61568      7.782  0.180 +-  0.000  0.000    -14.28     -1.79
   36   8.38449  1.88128      7.612  0.000 +-  0.000  0.000      7.61      7.61
   37  -6.90399  5.43901     10.587  0.000 +-  0.000  0.000     10.59     10.59
   38  -2.25897  4.10189     27.216  0.239 +-  0.000  0.000     -2.20     -7.60
   39 -11.02739  0.10279      2.304  0.000 +-  0.000  0.000      2.30      2.30
   40  -1.04329  6.22349     53.023  0.269 +-  0.000  0.000     19.93      9.76
   41  -6.91219  4.11658      9.125  0.000 +-  0.000  0.000      9.12      9.12
   42   5.16361  6.01298     27.353  0.409 +-  0.000  0.000    -22.91      1.26
   43   5.70879  1.03606     20.577  0.359 +-  0.000  0.000    -23.55      5.73
   44  -5.97130  6.18143     20.522  0.329 +-  0.000  0.000    -19.93     10.73
   45   5.86964  5.63942     23.206  0.229 +-  0.000  0.000     -4.99     15.34
   46  -7.42030  0.69843     19.791  0.000 +-  0.000  0.000     19.79     19.79
   47   8.60177  3.99108      3.196  0.000 +-  0.000  0.000      3.20      3.20
   48  -5.30555  1.35217     11.200  0.189 +-  0.000  0.000    -12.09      0.17
   49   5.02183  5.36126     21.403  0.319 +-  0.000  0.000    -17.82     -0.71
   50  -7.72765  2.78203     10.300  0.000 +-  0.000  0.000     10.30     10.30
   51  -9.06993  5.17798      7.227  0.000 +-  0.000  0.000      7.23      7.23
   52   3.31486  3.05771     46.294  0.319 +-  0.000  0.000      7.07      6.98
   53   2.51543  2.38519     37.043  0.249 +-  0.000  0.000      6.40      1.93
   54  -4.43338  0.87018     25.437  0.319 +-  0.000  0.000    -13.79     -3.40
   55   4.15191  5.90856     31.700  0.239 +-  0.000  0.000      2.28      7.88
   56   0.74695  4.83991     44.312  0.229 +-  0.000  0.000     16.12      6.99
   57   1.59251  2.60864     55.413  0.249 +-  0.000  0.000     24.77     16.72
   58  -5.55942  5.65159     32.138  0.588 +-  0.000  0.000    -40.19      4.05
   59   2.82296  3.21281     42.652  0.229 +-  0.000  0.000     14.46     11.77
   60   0.88818  0.63893     63.617  0.349 +-  0.000  0.000     20.71      7.13
   61   5.10340  2.90097     21.829  0.339 +-  0.000  0.000    -19.85     -0.60
   62  -3.48050  1.71814     29.188  0.259 +-  0.000  0.000     -2.68     -1.65
   63   1.93230  3.87977     48.992  0.359 +-  0.000  0.000      4.86     -5.10
   64  -7.55112  5.55820     10.367  0.000 +-  0.000  0.000     10.37     10.37
   65   2.95007  2.56982     41.872  0.379 +-  0.000  0.000     -4.71     -8.09
   66  -1.51861  3.50221     74.342  0.379 +-  0.000  0.000     27.76     15.20
   67   2.59416  1.45744     20.155  0.209 +-  0.000  0.000     -5.59     -9.02
   68   0.88927  5.92286     34.624  0.229 +-  0.000  0.000      6.43     -2.49
   69   4.89859  0.93378     28.519  0.319 +-  0.000  0.000    -10.71      4.93
   70  -7.71116  3.42224      9.896  0.000 +-  0.000  0.000      9.90      9.90
   71  -2.47566  4.57615     37.881  0.319 +-  0.000  0.000     -1.35     -7.31
   72  -1.40801  1.26599     68.892  0.429 +-  0.000  0.000     16.18      1.44
   73  10.36911  4.45191      1.070  0.000 +-  0.000  0.000      1.07      1.07
   74  -6.33896  1.87712     13.383  0.060 +-  0.000  0.000      6.03     12.63
   75   4.79114  6.28234     20.658  0.319 +-  0.000  0.000    -18.57     -4.19
   76   5.79660  3.60067     19.806  0.289 +-  0.000  0.000    -15.74      8.95
   77  -7.83257  0.74700      5.593  0.000 +-  0.000  0.000      5.59      5.59
   78  -4.79970  6.23156     21.628  0.229 +-  0.000  0.000     -6.57      3.84
   79  -2.11481  2.11391     38.130  0.339 +-  0.000  0.000     -3.55    -12.01
   80   4.54195  5.69133     17.679  0.180 +-  0.000  0.000     -4.39      2.12
   81  -7.47862  1.42480      3.925  0.000 +-  0.000  0.000      3.92      3.92
   82   0.79721  0.03137     28.155  0.140 +-  0.000  0.000     10.99      5.48
   83  -5.12747  2.63349      8.497  0.329 +-  0.000  0.000    -31.96    -12.97
   84   2.33720  1.01798     26.215  0.239 +-  0.000  0.000     -3.21     -8.28
   85   8.09588  3.15771     14.594  0.000 +-  0.000  0.000     14.59     14.59
   86   4.13718  5.19418     41.253  0.369 +-  0.000  0.000     -4.10      4.36
   87  -8.14890  2.95402      3.520  0.000 +-  0.000  0.000      3.52      3.52
   88 -11.72046  4.66157      1.239  0.000 +-  0.000  0.000      1.24      1.24
   89  -5.55046  3.18405     16.526  0.419 +-  0.000  0.000    -34.96     -3.63
   90   8.07083  4.40971      4.752  0.000 +-  0.000  0.000      4.75      4.75
   91  -4.85722  1.67372     28.901  0.389 +-  0.000  0.000    -18.91     -0.44
   92  -0.00730  2.61881     70.067  0.399 +-  0.000  0.000     21.03      4.32
   93   3.83099  3.16727     19.230  0.209 +-  0.000  0.000     -6.51     -3.64
   94  -1.67229  2.37468     31.803  0.180 +-  0.000  0.000      9.74      4.12
   95  -2.23212  5.81874     36.262  0.249 +-  0.000  0.000      5.62     -0.12
   96  10.52480  4.00426      1.246  0.000 +-  0.000  0.000      1.25      1.25
   97   6.96444  0.16295     12.393  0.000 +-  0.000  0.000     12.39     12.39
   98  -4.85409  4.89118      8.974  0.120 +-  0.000  0.000     -5.74     -0.07
   99  11.70237  5.92301      1.526  0.000 +-  0.000  0.000      1.53      1.53
  100  -1.43459  4.27099     79.256  0.549 +-  0.000  0.000     11.83     -6.86
  101  -7.43153  5.00472      6.530  0.000 +-  0.000  0.000      6.53      6.53
  102  -6.60148  4.40343      2.846  0.000 +-  0.000  0.000      2.85      2.85
  103  -9.98117  2.13760      1.555  0.000 +-  0.000  0.000      1.56      1.56
  104   8.81442  2.77750      1.322  0.000 +-  0.000  0.000      1.32      1.32
  105  -0.30454  5.45783     31.508  0.199 +-  0.000  0.000      6.99     -1.29
  106   0.76347  2.89909     48.269  0.359 +-  0.000  0.000      4.14    -10.11
  107  11.48962  5.29552      1.076  0.000 +-  0.000  0.000      1.08      1.08
  108  -4.55415  5.83639      1.180  0.120 +-  0.000  0.000    -13.53     -9.14
  109   8.16601  1.41160      2.441  0.000 +-  0.000  0.000      2.44      2.44
  110   8.28616  0.04961      7.806  0.000 +-  0.000  0.000      7.81      7.81
  111  -9.28013  3.52870      4.450  0.000 +-  0.000  0.000      4.45      4.45
  112  -0.11537  0.97231    154.905  0.379 +-  0.000  0.000    108.32     92.47
  113  -4.07207  3.63745      9.787  0.150 +-  0.000  0.000     -8.60     -5.47
  114   9.59247  4.72805      1.429  0.000 +-  0.000  0.000      1.43      1.43
  115  -7.08694  0.14860      2.296  0.000 +-  0.000  0.000      2.30      2.30
  116   1.42627  1.28583     36.104  0.299 +-  0.000  0.000     -0.67    -10.90
  117  -3.18637  1.07451     45.574  0.439 +-  0.000  0.000     -8.36     -9.87
  118   0.87666  1.72723     56.151  0.359 +-  0.000  0.000     12.02     -1.97
  119   6.16942  5.97230      8.200  0.030 +-  0.000  0.000      4.52      7.58
  120  -0.28653  4.85865     51.189  0.319 +-  0.000  0.000     11.96     -1.31
  121  -1.71245  3.04764     59.688  0.269 +-  0.000  0.000     26.59     18.30
  122  -8.91070  1.78050      2.136  0.000 +-  0.000  0.000      2.14      2.14
  123   4.59117  1.26201     21.668  0.209 +-  0.000  0.000     -4.08      3.87
  124   4.22576  0.93814     33.057  0.419 +-  0.000  0.000    -18.43     -7.64
  125  -8.77501  2.91862      1.325  0.000 +-  0.000  0.000      1.33      1.33
  126  -4.10237  1.84560     51.855  0.429 +-  0.000  0.000     -0.86      8.52
  127   2.12669  5.30717     49.364  0.319 +-  0.000  0.000     10.14      2.24
  128  -9.39970  2.51015      4.993  0.000 +-  0.000  0.000      4.99      4.99
  129  -2.74125  1.69470     58.827  0.549 +-  0.000  0.000     -8.59    -15.96
  130   4.64036  0.45640     16.596  0.209 +-  0.000  0.000     -9.15     -0.84
  131  10.64377  1.73492      1.113  0.000 +-  0.000  0.000      1.11      1.11
  132   1.49222  4.20377     86.639  0.329 +-  0.000  0.000     46.19     35.18
  133   4.01356  4.75154     24.357  0.209 +-  0.000  0.000     -1.39      2.62
  134   2.86915  4.47462     34.225  0.309 +-  0.000  0.000     -3.78     -7.09
  135  -6.19801  4.10400      5.877  0.090 +-  0.000  0.000     -5.16      4.15
  136   3.91402  0.64446     41.836  0.409 +-  0.000  0.000     -8.42     -1.82
  137   9.49982  1.57636      5.262  0.000 +-  0.000  0.000      5.26      5.26
  138   1.15889  3.32363     15.886  0.140 +-  0.000  0.000     -1.28     -6.41
  139   9.85989  3.44882      1.690  0.000 +-  0.000  0.000      1.69      1.69
  140   1.58568  3.09231     30.673  0.219 +-  0.000  0.000      3.70     -3.40
  141   1.45473  4.97687     72.535  0.509 +-  0.000  0.000     10.02     -7.21
  142  -6.01400  2.27872     14.584  0.140 +-  0.000  0.000     -2.58     10.70
  143  -6.94099  5.85479      8.244  0.000 +-  0.000  0.000      8.24      8.24
  144  -7.04817  1.36704     17.746  0.000 +-  0.000  0.000     17.75     17.75
  145  -3.81511  0.84305     57.507  0.409 +-  0.000  0.000      7.25     12.66
  146  -8.14016  5.96868      9.349  0.000 +-  0.000  0.000      9.35      9.35
  147  -1.49651  0.09835     22.945  0.170 +-  0.000  0.000      2.11     -3.56
  148   5.67320  2.27197     14.763  0.329 +-  0.000  0.000    -25.69      0.65
  149 -12.12371  2.32723      3.026  0.000 +-  0.000  0.000      3.03      3.03
  150  -7.17801  3.34404     17.671  0.000 +-  0.000  0.000     17.67     17.67
  151   9.19494  2.49599      6.686  0.000 +-  0.000  0.000      6.69      6.69
  152  -5.64269  2.60560     10.012  0.170 +-  0.000  0.000    -10.83      2.52
  153  -1.93361  0.92237     31.361  0.239 +-  0.000  0.000      1.94     -4.70
  154  -4.16580  0.27927     36.080  0.269 +-  0.000  0.000      2.98      9.40
  155  -5.79208  4.28781      8.239  0.160 +-  0.000  0.000    -11.37      2.22
  156  -4.25930  4.20577     32.702  0.419 +-  0.000  0.000    -18.78     -7.55
  157  -0.52643  2.50692     29.132  0.219 +-  0.000  0.000      2.16     -6.80
  158  -5.95100  3.16950      3.539  0.100 +-  0.000  0.000     -8.72      0.48
  159  -6.72867  0.42103      9.588  0.000 +-  0.000  0.000      9.59      9.59
  160   4.55370  5.27055     12.618  0.090 +-  0.000  0.000      1.59      4.88
  161  -3.77228  6.15851     36.412  0.229 +-  0.000  0.000      8.22     10.97
  162  -0.27566  3.79121    108.117  0.379 +-  0.000  0.000     61.53     45.77
  163  10.58654  0.48330      2.247  0.000 +-  0.000  0.000      2.25      2.25
  164  -6.11202  2.77352     12.755  0.090 +-  0.000  0.000      1.72     10.66
  165   3.77176  6.19232     37.727  0.289 +-  0.000  0.000      2.18      5.65
  166  -2.66303  5.79652     10.341  0.170 +-  0.000  0.000    -10.50    -13.05
  167  -3.04770  0.58285     44.809  0.369 +-  0.000  0.000     -0.55     -3.02
  168   6.81805  5.43082     10.730  0.000 +-  0.000  0.000     10.73     10.73
  169  -8.55615  4.14304      1.392  0.000 +-  0.000  0.000      1.39      1.39
  170  -2.01212  6.17346     30.708  0.329 +-  0.000  0.000     -9.75    -18.48
  171   3.74770  1.54532     18.839  0.259 +-  0.000  0.000    -13.03    -10.10
  172  -6.58757  6.22214      7.635  0.000 +-  0.000  0.000      7.63      7.63
  173  12.04917  0.54621      1.877  0.000 +-  0.000  0.000      1.88      1.88
  174 -10.27463  3.22646      1.103  0.000 +-  0.000  0.000      1.10      1.10
  175   2.59956  5.71674     30.938  0.189 +-  0.000  0.000      7.65      4.56
  176  10.07381  1.48398      1.272  0.000 +-  0.000  0.000      1.27      1.27
  177   3.61064  2.03046     68.731  0.519 +-  0.000  0.000      4.99      8.87
  178  -2.16093  3.17762     39.048  0.229 +-  0.000  0.000     10.85      5.30
  179  10.42619  3.46731      4.600  0.000 +-  0.000  0.000      4.60      4.60
  180  -5.34060  2.13977     12.273  0.319 +-  0.000  0.000    -26.95     -5.84
  181   1.91275  0.60130     43.978  0.299 +-  0.000  0.000      7.20     -1.18
  182   9.07884  4.84634      2.880  0.000 +-  0.000  0.000      2.88      2.88
  183   7.47547  4.36562      8.470  0.000 +-  0.000  0.000      8.47      8.47
  184  -6.02711  1.32569     10.027  0.120 +-  0.000  0.000     -4.68      6.77
  185  -8.07939  2.47791      1.812  0.000 +-  0.000  0.000      1.81      1.81
  186  -2.03051  0.42099     35.079  0.289 +-  0.000  0.000     -0.47     -8.07
  187   4.68703  2.99328     32.129  0.389 +-  0.000  0.000    -15.68      0.39
  188  -3.58394  0.30536     48.576  0.329 +-  0.000  0.000      8.12     10.35
  189   7.30555  2.58456     11.961  0.000 +-  0.000  0.000     11.96     11.96
  190  10.96318  3.68078      2.382  0.000 +-  0.000  0.000      2.38      2.38
  191  -8.05348  1.19055      9.988  0.000 +-  0.000  0.000      9.99      9.99
  192   7.08192  1.90306     13.502  0.000 +-  0.000  0.000     13.50     13.50
  193  -7.07038  4.64390     11.222  0.000 +-  0.000  0.000     11.22     11.22
  194  -1.45833  1.87349     33.764  0.229 +-  0.000  0.000      5.57     -2.19
  195   0.35713  1.25493     47.211  0.239 +-  0.000  0.000     17.79      7.88
  196  -3.39122  3.24442     26.938  0.259 +-  0.000  0.000     -4.93     -4.50
  197  -5.27877  3.55261      6.034  0.120 +-  0.000  0.000     -8.68     -1.06
  198 -14.26311  5.87603      1.123  0.000 +-  0.000  0.000      1.12      1.12
  199   0.90733  1.15351     34.521  0.219 +-  0.000  0.000      7.55     -0.95
  200   3.32732  0.76622     25.280  0.180 +-  0.000  0.000      3.21      3.22
  201   0.24995  3.96655     29.331  0.259 +-  0.000  0.000     -2.54    -13.34
  202  -9.43320  5.82415      1.105  0.000 +-  0.000  0.000      1.10      1.10
  203  -8.79198  0.13886      5.046  0.000 +-  0.000  0.000      5.05      5.05
  204  -6.79809  4.93864      4.114  0.000 +-  0.000  0.000      4.11      4.11
  205   2.65908  3.68754     24.562  0.199 +-  0.000  0.000      0.05     -2.97
  206  -9.79184  5.24924      3.411  0.000 +-  0.000  0.000      3.41      3.41
  207 -10.82162  5.68454      2.388  0.000 +-  0.000  0.000      2.39      2.39
  208  -6.26670  5.12340      8.056  0.040 +-  0.000  0.000      3.15      7.42
  209  -0.15949  2.22314     33.826  0.229 +-  0.000  0.000      5.63     -3.95
  210   0.30281  6.22248     62.530  0.359 +-  0.000  0.000     18.40      3.49
  211   0.59323  4.38056     40.240  0.269 +-  0.000  0.000      7.14     -3.78
  212  -0.49466  3.18315     50.384  0.329 +-  0.000  0.000      9.93     -3.55
  213 -10.01075  0.45864      1.522  0.000 +-  0.000  0.000      1.52      1.52
  214   0.38459  0.71322     51.317  0.419 +-  0.000  0.000     -0.17    -17.48
  215  -4.93176  5.29318      9.725  0.229 +-  0.000  0.000    -18.47     -6.95
  216   5.88525  5.17887     23.337  0.369 +-  0.000  0.000    -22.02     10.93
  217  -0.43498  1.57733     51.923  0.309 +-  0.000  0.000     13.92      1.19
  218   6.26684  4.92775     15.904  0.030 +-  0.000  0.000     12.23     15.42
  219  -9.34869  3.04095      2.175  0.000 +-  0.000  0.000      2.17      2.17
  220  10.20671  5.47077      1.258  0.000 +-  0.000  0.000      1.26      1.26
  221   1.07229  2.15781     54.553  0.299 +-  0.000  0.000     17.78      6.55
  222   3.30269  0.26899     45.452  0.399 +-  0.000  0.000     -3.58     -3.81
  223   6.34927  3.55606      3.291  0.000 +-  0.000  0.000      3.29      3.29
  224  -2.02473  3.77378     31.813  0.259 +-  0.000  0.000     -0.06     -6.89
  225   4.39813  1.65887     38.574  0.329 +-  0.000  0.000     -1.88      8.45
  226  -5.44952  0.71202     15.885  0.339 +-  0.000  0.000    -25.79     -1.86
  227  -5.56897  1.77320     12.705  0.299 +-  0.000  0.000    -24.07     -1.46
  228   8.27462  2.47577      9.027  0.000 +-  0.000  0.000      9.03      9.03
  229  -2.49483  3.55988     45.278  0.299 +-  0.000  0.000      8.50      3.02
  230  -0.82175  4.13256     56.635  0.309 +-  0.000  0.000     18.63      6.48
  231   1.98861  1.43306     42.549  0.249 +-  0.000  0.000     11.90      5.19
  232  -4.90284  0.54325     12.120  0.419 +-  0.000  0.000    -39.36    -18.77
  233   1.75289  1.04993     24.586  0.209 +-  0.000  0.000     -1.16     -7.49
  234   3.09691  3.52684     25.956  0.209 +-  0.000  0.000      0.21     -0.95
  235 -10.07263  5.85063      1.139  0.000 +-  0.000  0.000      1.14      1.14
  236   8.77243  1.67826      1.145  0.000 +-  0.000  0.000      1.15      1.15
  237   3.28415  1.34098     51.612  0.409 +-  0.000  0.000      1.35      0.93
  238  -3.78672  4.37056     67.706  0.379 +-  0.000  0.000     21.12     25.83
  239   1.22860  2.77548     21.738  0.229 +-  0.000  0.000     -6.46    -14.75
  240   7.28673  4.93704     18.320  0.000 +-  0.000  0.000     18.32     18.32
  241   6.90617  0.68060     11.564  0.000 +-  0.000  0.000     11.56     11.56
  242  -8.19092  5.08785      9.423  0.000 +-  0.000  0.000      9.42      9.42
  243  -4.97694  4.30605     25.776  0.299 +-  0.000  0.000    -11.00      4.54
  244   6.14186  1.62509     10.616  0.030 +-  0.000  0.000      6.94      9.96
  245   1.47999  1.92065     71.890  0.349 +-  0.000  0.000     28.99     17.26
  246   0.03064  5.84887     39.154  0.249 +-  0.000  0.000      8.51     -1.93
  247  -6.00175  4.65104     16.542  0.189 +-  0.000  0.000     -6.75     11.17
  248  10.83806  2.91960      1.009  0.000 +-  0.000  0.000      1.01      1.01
  249   0.25253  4.70880     32.968  0.150 +-  0.000  0.000     14.58      8.35
  250  -1.11861  2.61201    103.577  0.718 +-  0.000  0.000     15.32    -11.36
  251   3.10423  5.79860     60.782  0.399 +-  0.000  0.000     11.75      9.60
  252   6.17281  4.16309     10.112  0.140 +-  0.000  0.000     -7.05      7.25
  253   5.57182  1.72515     30.486  0.529 +-  0.000  0.000    -34.48      5.53
  254  -1.95877  1.63333     60.661  0.339 +-  0.000  0.000     18.98      9.71
  255  -2.86338  4.78070     38.397  0.319 +-  0.000  0.000     -0.83     -4.29
  256  -4.36366  5.40747     35.662  0.369 +-  0.000  0.000     -9.69      1.46
  257  -6.96018  0.77701     13.400  0.000 +-  0.000  0.000     13.40     13.40
  258  -5.32951  3.97344     25.061  0.419 +-  0.000  0.000    -26.42      1.09
  259   2.10158  1.85158     34.700  0.219 +-  0.000  0.000      7.73      2.21
  260   8.65774  3.39335      1.284  0.000 +-  0.000  0.000      1.28      1.28
  261  -3.50586  5.82926     42.981  0.279 +-  0.000  0.000      8.66      9.96
  262  11.87374  4.19763      1.899  0.000 +-  0.000  0.000      1.90      1.90
  263   6.34057  0.85771     19.108  0.030 +-  0.000  0.000     15.43     18.73
  264   5.28345  4.30984     29.151  0.379 +-  0.000  0.000    -17.43      6.76
  265   5.78116  0.19296      4.020  0.269 +-  0.000  0.000    -29.08     -6.27
  266   0.20548  1.77470     63.647  0.419 +-  0.000  0.000     12.16     -5.32
  267   0.22434  5.24004     54.724  0.439 +-  0.000  0.000      0.79    -17.51
  268   7.50252  1.51908      9.164  0.000 +-  0.000  0.000      9.16      9.16
  269  -4.35622  6.20082     17.512  0.219 +-  0.000  0.000     -9.46     -2.88
  270  -2.38229  1.17142    102.125  0.539 +-  0.000  0.000     35.93     24.95
  271   9.46915  2.99997      1.144  0.000 +-  0.000  0.000      1.14      1.14
  272   5.37582  3.87084     20.286  0.229 +-  0.000  0.000     -7.91      7.59
  273 -10.39862  4.00539      1.137  0.000 +-  0.000  0.000      1.14      1.14
  274   4.34303  3.43387     17.145  0.219 +-  0.000  0.000     -9.82     -3.34
  275   2.72766  1.86073     42.190  0.389 +-  0.000  0.000     -5.62    -10.95
  276  -6.25055  0.64468     25.994  0.120 +-  0.000  0.000     11.28     23.98
  277   1.27999  0.27712     35.507  0.319 +-  0.000  0.000     -3.72    -15.11
  278   4.66165  3.76633     24.204  0.279 +-  0.000  0.000    -10.12      1.17
  279  -3.08016  5.48166     46.155  0.429 +-  0.000  0.000     -6.56     -9.11
  280  -0.95806  0.87987     56.239  0.219 +-  0.000  0.000     29.27     20.84
  281  -0.50225  0.80885     79.866  0.319 +-  0.000  0.000     40.64     27.58
  282   4.24917  4.42282     16.778  0.180 +-  0.000  0.000     -5.29     -0.53
  283   4.68420  4.27927     34.635  0.299 +-  0.000  0.000     -2.14     10.19
  284  -8.73395  4.57441      2.235  0.000 +-  0.000  0.000      2.23      2.23
  285  -1.34039  4.97933     63.690  0.379 +-  0.000  0.000     17.11      3.81
  286   6.68942  3.11870     14.834  0.000 +-  0.000  0.000     14.83     14.83
  287   2.04940  5.86377     54.756  0.429 +-  0.000  0.000      2.04     -9.10
  288   1.50835  5.63618     58.112  0.379 +-  0.000  0.000     11.53     -1.08
  289  -3.57339  5.25809     22.688  0.209 +-  0.000  0.000     -3.05     -1.70
  290  -7.71243  2.10585      4.292  0.000 +-  0.000  0.000      4.29      4.29
  291   2.01229  2.24241     44.182  0.309 +-  0.000  0.000      6.18     -2.03
  292   7.86665  0.49803      4.301  0.000 +-  0.000  0.000      4.30      4.30
  293   3.67317  5.04699     40.717  0.239 +-  0.000  0.000     11.30     13.50
  294   0.55246  5.68684     29.525  0.209 +-  0.000  0.000      3.78     -4.75
  295  -1.42843  0.69271     41.783  0.289 +-  0.000  0.000      6.23     -3.65
  296   5.18194  2.34552     23.083  0.369 +-  0.000  0.000    -22.27     -0.20
  297  -1.15786  0.38453     25.365  0.160 +-  0.000  0.000      5.75     -0.12
  298   9.54677  3.79329      3.790  0.000 +-  0.000  0.000      3.79      3.79
  299   8.64183  5.52432      3.897  0.000 +-  0.000  0.000      3.90      3.90
  300   0.54893  3.44617     52.036  0.359 +-  0.000  0.000      7.91     -6.72
  301   6.96857  1.35050      7.859  0.000 +-  0.000  0.000      7.86      7.86
  302   5.18511  4.85875     22.320  0.329 +-  0.000  0.000    -18.13      1.60
  303  -3.42093  4.76286     42.151  0.349 +-  0.000  0.000     -0.75      0.10
  304  11.46999  0.88411      1.411  0.000 +-  0.000  0.000      1.41      1.41
  305   7.39595  5.48283      6.882  0.000 +-  0.000  0.000      6.88      6.88
  306  -2.93457  4.07754     49.378  0.459 +-  0.000  0.000     -7.01    -11.26
  307   4.55031  2.45132     20.887  0.349 +-  0.000  0.000    -22.02     -9.26
  308   2.13500  0.04492     28.721  0.209 +-  0.000  0.000      2.98     -2.18
  309  -8.21244  4.36821      4.053  0.000 +-  0.000  0.000      4.05      4.05
  310  -2.75210  2.46589     27.344  0.329 +-  0.000  0.000    -13.11    -17.45
  311   6.85755  3.81988     18.706  0.000 +-  0.000  0.000     18.71     18.71
  312   4.12459  2.79452     56.191  0.369 +-  0.000  0.000     10.83     19.16
  313   3.66022  3.63052     30.455  0.339 +-  0.000  0.000    -11.22     -8.22
  314  -3.22449  2.16572     17.438  0.140 +-  0.000  0.000      0.28     -0.07
  315  -5.36106  4.66817     22.674  0.389 +-  0.000  0.000    -25.13      0.92
  316  -2.91089  3.00240     28.587  0.369 +-  0.000  0.000    -16.77    -20.38
  317  -2.19164  5.05858     58.512  0.369 +-  0.000  0.000     13.16      4.41
  318  -1.87556  4.61372     33.410  0.269 +-  0.000  0.000      0.31     -7.38
  319  -3.93048  5.60527     23.707  0.199 +-  0.000  0.000     -0.81      2.51
