# ../areas-test-mean-class -incl 1.0 -r 0.4 -in HIevent-LHC-Nch1600.dat -cam -discard 1.0 
#---------------------------------------------------------------------
#                     FastJet release 2.1 beta    			 
#            Written by Matteo Cacciari and Gavin Salam		 
#            http://www.lpthe.jussieu.fr/~salam/fastjet		 
#								      	 
# Longitudinally invariant Kt Jet clustering, using the fast geometric
# algorithms of hep-ph/0512210 (please cite this if you use FastJet)  
# This package makes use of the CGAL library: http://www.cgal.org/    
# This package incorporates T.Chan's closest-pair algorithm, Proc. 13th     
# ACM-SIAM Symposium on Discrete Algorithms, pp.472-473, 2002
#---------------------------------------------------------------------
# median_pt_per_area = 68.7289
# sub_a, sub_b = 90.1125 -1.94343
 ijet   rap      phi        Pt       area  +-   err   stddev  pt_corr  ptcr(a,b)
   78   2.87296  3.16891     18.977  0.289 +-  0.000  0.000     -0.90     -2.45
   79   1.10357  0.91078     47.447  0.409 +-  0.000  0.000     19.34     11.57
   80 -10.96129  4.32440      4.403  0.000 +-  0.000  0.000      4.40      4.40
   81  -5.40892  1.77122      5.498  0.130 +-  0.000  0.000     -3.41      1.19
   82  11.61789  5.41372      1.634  0.000 +-  0.000  0.000      1.63      1.63
   83  11.49948  3.39332      1.284  0.000 +-  0.000  0.000      1.28      1.28
   84 -15.76039  4.66157      1.239  0.000 +-  0.000  0.000      1.24      1.24
   85  15.78154  4.19764      1.899  0.000 +-  0.000  0.000      1.90      1.90
   86   8.22189  0.99777      4.989  0.000 +-  0.000  0.000      4.99      4.99
   87   3.99295  5.08146     26.268  0.539 +-  0.000  0.000    -10.75     -5.58
   88  11.59707  1.76997      2.223  0.000 +-  0.000  0.000      2.22      2.22
   89   3.89790  5.81661     18.507  0.269 +-  0.000  0.000      0.00      2.19
   90   0.88495  4.25360     51.086  0.479 +-  0.000  0.000     18.18      8.68
   91   4.74400  0.71327     16.876  0.309 +-  0.000  0.000     -4.37      2.54
   92   3.46277  4.52539     25.307  0.439 +-  0.000  0.000     -4.85     -4.01
   93   7.08056  4.36539     35.654  0.000 +-  0.000  0.000     35.65     35.65
   94 -12.86756  2.50129      1.467  0.000 +-  0.000  0.000      1.47      1.47
   95   8.82501  0.90755      5.834  0.000 +-  0.000  0.000      5.83      5.83
   96   7.32087  3.09611      4.568  0.000 +-  0.000  0.000      4.57      4.57
   97  12.37080  3.00321      2.330  0.000 +-  0.000  0.000      2.33      2.33
   98  -8.89782  3.18128      2.065  0.000 +-  0.000  0.000      2.06      2.06
   99  -5.33882  1.27334     14.311  0.379 +-  0.000  0.000    -11.74      1.15
  100  -9.72141  3.36616      3.057  0.000 +-  0.000  0.000      3.06      3.06
  101  13.98657  4.00426      1.246  0.000 +-  0.000  0.000      1.25      1.25
  102  -4.75146  5.85044     16.511  0.170 +-  0.000  0.000      4.86      8.67
  103 -13.77934  4.00539      1.137  0.000 +-  0.000  0.000      1.14      1.14
  104  -4.78735  0.03880     31.552  0.539 +-  0.000  0.000     -5.46      7.01
  105  -4.03541  6.19220     19.661  0.239 +-  0.000  0.000      3.21      5.67
  106  15.63915  5.92301      1.526  0.000 +-  0.000  0.000      1.53      1.53
  107  -5.56917  0.24454      7.702  0.319 +-  0.000  0.000    -14.23     -1.82
  108   5.62259  1.64494      8.217  0.199 +-  0.000  0.000     -5.49      2.50
  109   3.30466  5.04978     15.178  0.239 +-  0.000  0.000     -1.27     -1.31
  110   0.17656  0.56694     20.892  0.379 +-  0.000  0.000     -5.16    -13.24
  111  -6.07585  2.62076     20.821  0.170 +-  0.000  0.000      9.17     17.71
  112  -4.26069  5.83260     28.748  0.309 +-  0.000  0.000      7.50     11.80
  113  -9.20963  0.87426      6.254  0.000 +-  0.000  0.000      6.25      6.25
  114   3.28219  3.49346     19.252  0.289 +-  0.000  0.000     -0.63     -0.76
  115   7.23732  1.42362      5.301  0.000 +-  0.000  0.000      5.30      5.30
  116   7.22369  4.91769      2.707  0.000 +-  0.000  0.000      2.71      2.71
  117  -1.84832  6.05984     16.004  0.239 +-  0.000  0.000     -0.45     -3.98
  118 -11.71230  4.61598      1.213  0.000 +-  0.000  0.000      1.21      1.21
  119 -13.36846  2.13760      1.555  0.000 +-  0.000  0.000      1.56      1.56
  120   3.34539  1.92971     11.009  0.349 +-  0.000  0.000    -12.98    -12.85
  121  -3.61466  0.19168     17.572  0.289 +-  0.000  0.000     -2.31     -1.15
  122   2.80279  2.69156     17.491  0.219 +-  0.000  0.000      2.41      1.07
  123  -7.54320  0.76751     11.783  0.000 +-  0.000  0.000     11.78     11.78
  124  -2.11771  4.16927     45.884  0.419 +-  0.000  0.000     17.09     11.79
  125  -3.37964  5.30015     17.288  0.329 +-  0.000  0.000     -5.33     -5.06
  126  -5.25909  3.37498     14.919  0.399 +-  0.000  0.000    -12.50      0.41
  127  10.85885  0.05309      5.620  0.000 +-  0.000  0.000      5.62      5.62
  128   8.79065  1.93625      2.149  0.000 +-  0.000  0.000      2.15      2.15
  129 -12.47846  3.46224      1.763  0.000 +-  0.000  0.000      1.76      1.76
  130   4.64742  4.60238     15.277  0.259 +-  0.000  0.000     -2.54      2.79
  131  -0.16404  2.62908     22.205  0.309 +-  0.000  0.000      0.96     -5.64
  132  -7.36533  2.11008      5.018  0.000 +-  0.000  0.000      5.02      5.02
  133   5.16812  2.56178      3.621  0.100 +-  0.000  0.000     -3.23     -0.19
  134   0.30586  5.06237      9.782  0.090 +-  0.000  0.000      3.61      1.71
  135   1.70439  1.27795     23.293  0.319 +-  0.000  0.000      1.36     -3.66
  136  -7.09405  4.18889      2.997  0.000 +-  0.000  0.000      3.00      3.00
  137  12.86092  3.78833      2.300  0.000 +-  0.000  0.000      2.30      2.30
  138  -0.43827  5.44107     34.355  0.469 +-  0.000  0.000      2.14     -7.71
  139   1.18732  5.02018     23.100  0.259 +-  0.000  0.000      5.28      0.44
  140  -6.34899  5.34305      2.922  0.000 +-  0.000  0.000      2.92      2.92
  141  -4.49983  2.16034      8.773  0.170 +-  0.000  0.000     -2.88      0.17
  142  11.36935  5.78074      1.261  0.000 +-  0.000  0.000      1.26      1.26
  143  -5.22653  6.04210      7.617  0.110 +-  0.000  0.000      0.08      3.55
  144 -11.68901  1.72191      1.057  0.000 +-  0.000  0.000      1.06      1.06
  145   4.20675  0.73102     26.507  0.339 +-  0.000  0.000      3.20      7.61
  146  -3.42567  4.39044      8.940  0.239 +-  0.000  0.000     -7.51     -7.17
  147   8.28563  0.18020      1.364  0.000 +-  0.000  0.000      1.36      1.36
  148 -10.07587  4.77979      1.183  0.000 +-  0.000  0.000      1.18      1.18
  149  -1.70524  2.57793     31.281  0.409 +-  0.000  0.000      3.18     -3.26
  150  -2.86261  4.46035     33.068  0.429 +-  0.000  0.000      3.59      1.25
  151   4.91473  5.14863     47.693  0.519 +-  0.000  0.000     12.05     25.30
  152  -6.49928  4.92923      8.065  0.000 +-  0.000  0.000      8.06      8.06
  153 -11.57345  2.91864      1.325  0.000 +-  0.000  0.000      1.33      1.33
  154  -0.21514  4.80831     28.376  0.429 +-  0.000  0.000     -1.10    -10.23
  155  15.37437  0.88412      1.411  0.000 +-  0.000  0.000      1.41      1.41
  156  -4.00259  0.51913     13.249  0.299 +-  0.000  0.000     -7.32     -4.40
  157   6.43917  0.41808      2.587  0.000 +-  0.000  0.000      2.59      2.59
  158  -4.02835  5.19402      6.927  0.259 +-  0.000  0.000    -10.89     -8.26
  159  -3.88930  1.42456     16.531  0.349 +-  0.000  0.000     -7.46     -4.66
  160  -3.26433  1.14173     19.895  0.239 +-  0.000  0.000      3.44      3.28
  161 -12.27327  2.51380      3.526  0.000 +-  0.000  0.000      3.53      3.53
  162   1.55800  3.17684     16.309  0.339 +-  0.000  0.000     -7.00    -12.65
  163  -6.52574  0.42324      7.674  0.000 +-  0.000  0.000      7.67      7.67
  164  -6.04426  3.21558      8.025  0.160 +-  0.000  0.000     -2.94      4.98
  165   2.84408  1.49831      4.303  0.239 +-  0.000  0.000    -12.15    -13.50
  166   7.58393  5.90126     11.760  0.000 +-  0.000  0.000     11.76     11.76
  167  -8.30472  4.59096      8.413  0.000 +-  0.000  0.000      8.41      8.41
  168  -5.33673  2.73343     28.452  0.399 +-  0.000  0.000      1.03     14.58
  169  10.47838  1.96834      3.175  0.000 +-  0.000  0.000      3.17      3.17
  170   9.96627  4.82415      5.274  0.000 +-  0.000  0.000      5.27      5.27
  171   1.36989  2.11823     45.543  0.489 +-  0.000  0.000     11.96      3.29
  172 -10.65246  2.08794      1.334  0.000 +-  0.000  0.000      1.33      1.33
  173  -9.41025  2.72229      1.231  0.000 +-  0.000  0.000      1.23      1.23
  174  -7.50473  5.75644      8.693  0.000 +-  0.000  0.000      8.69      8.69
  175   0.97245  2.64095     27.675  0.299 +-  0.000  0.000      7.11      1.26
  176  -3.84905  4.79876     16.864  0.239 +-  0.000  0.000      0.41      2.19
  177  -5.77573  5.42540     15.927  0.239 +-  0.000  0.000     -0.52      9.88
  178  -8.80707  2.64208     10.779  0.000 +-  0.000  0.000     10.78     10.78
  179  12.65842  1.57636      5.262  0.000 +-  0.000  0.000      5.26      5.26
  180  -6.96471  3.45069     10.215  0.000 +-  0.000  0.000     10.22     10.22
  181  -1.35066  3.25936     43.919  0.539 +-  0.000  0.000      6.90     -2.70
  182   9.85964  1.71807      5.200  0.000 +-  0.000  0.000      5.20      5.20
  183   6.18242  3.68923      4.229  0.000 +-  0.000  0.000      4.23      4.23
  184   0.47807  2.63641     34.777  0.479 +-  0.000  0.000      1.87     -8.15
  185  -0.64081  2.56293      9.226  0.160 +-  0.000  0.000     -1.74     -5.03
  186   0.04909  4.08439     30.633  0.329 +-  0.000  0.000      8.01      0.98
  187  -0.30483  3.88630    106.183  0.319 +-  0.000  0.000     84.25     77.48
  188   6.36375  6.12667      2.875  0.000 +-  0.000  0.000      2.88      2.88
  189   7.00965  5.54049     10.953  0.000 +-  0.000  0.000     10.95     10.95
  190   6.96618  6.10495     11.979  0.000 +-  0.000  0.000     11.98     11.98
  191 -11.06774  0.89927      3.433  0.000 +-  0.000  0.000      3.43      3.43
  192   3.39674  0.78056     16.761  0.160 +-  0.000  0.000      5.79      5.96
  193  -1.31115  6.02534     33.964  0.279 +-  0.000  0.000     14.77      9.73
  194   8.27452  1.58870      3.696  0.000 +-  0.000  0.000      3.70      3.70
  195   2.53664  1.93855     28.357  0.239 +-  0.000  0.000     11.91      9.78
  196   2.35964  1.23302     45.195  0.598 +-  0.000  0.000      4.07     -2.25
  197 -10.08753  1.50974      1.585  0.000 +-  0.000  0.000      1.59      1.59
  198   1.60193  5.35306     11.755  0.160 +-  0.000  0.000      0.79     -1.83
  199   1.23044  0.17204     39.538  0.509 +-  0.000  0.000      4.58     -4.80
  200   6.46029  0.83392      8.807  0.000 +-  0.000  0.000      8.81      8.81
  201   3.85934  3.22927     19.592  0.259 +-  0.000  0.000      1.77      3.73
  202  -3.07048  0.22525     22.477  0.339 +-  0.000  0.000     -0.83     -1.87
  203  -6.84895  3.83760      4.399  0.000 +-  0.000  0.000      4.40      4.40
  204   8.07923  5.50858      2.133  0.000 +-  0.000  0.000      2.13      2.13
  205   4.95939  2.97696      2.466  0.189 +-  0.000  0.000    -10.56     -5.55
  206  -4.86359  0.63230     17.261  0.199 +-  0.000  0.000      3.55      8.46
  207   0.67908  1.32409     20.111  0.160 +-  0.000  0.000      9.14      5.87
  208   0.08587  1.30018     22.784  0.299 +-  0.000  0.000      2.22     -4.17
  209  13.52924  4.93075      1.018  0.000 +-  0.000  0.000      1.02      1.02
  210   0.54128  5.97131     30.447  0.379 +-  0.000  0.000      4.40     -3.49
  211 -13.20746  5.04853      1.001  0.000 +-  0.000  0.000      1.00      1.00
  212  -2.45648  6.12380     14.029  0.259 +-  0.000  0.000     -3.79     -6.30
  213  -8.74447  1.70928      3.347  0.000 +-  0.000  0.000      3.35      3.35
  214  -9.17641  4.13435      2.810  0.000 +-  0.000  0.000      2.81      2.81
  215   8.80937  5.68993      3.705  0.000 +-  0.000  0.000      3.71      3.71
  216   3.76875  1.14097     33.592  0.439 +-  0.000  0.000      3.43      6.16
  217  12.28668  2.53283      3.266  0.000 +-  0.000  0.000      3.27      3.27
  218  -6.50085  3.20759     11.800  0.000 +-  0.000  0.000     11.80     11.80
  219  -7.70624  6.12450     13.321  0.000 +-  0.000  0.000     13.32     13.32
  220 -13.88296  0.82313      2.523  0.000 +-  0.000  0.000      2.52      2.52
  221   8.57987  5.06896     15.092  0.000 +-  0.000  0.000     15.09     15.09
  222   1.58536  4.52553     32.123  0.229 +-  0.000  0.000     16.36     12.57
  223  -7.70679  4.34763     12.525  0.000 +-  0.000  0.000     12.53     12.53
  224  -0.66599  3.18212     43.807  0.459 +-  0.000  0.000     12.28      2.86
  225  14.08599  2.32599      2.125  0.000 +-  0.000  0.000      2.13      2.13
  226  -0.63557  2.09294     32.303  0.369 +-  0.000  0.000      6.94     -0.66
  227  12.10525  3.54286      1.091  0.000 +-  0.000  0.000      1.09      1.09
  228 -10.77312  2.80717      2.494  0.000 +-  0.000  0.000      2.49      2.49
  229  -8.12235  3.02228      5.532  0.000 +-  0.000  0.000      5.53      5.53
  230  -0.73689  4.65099     21.811  0.259 +-  0.000  0.000      3.99     -1.28
  231  -4.83420  3.68054     24.757  0.638 +-  0.000  0.000    -19.11     -3.77
  232 -12.33173  5.20521      1.249  0.000 +-  0.000  0.000      1.25      1.25
  233  14.32967  0.42794      1.115  0.000 +-  0.000  0.000      1.11      1.11
  234   6.92997  2.20957      7.900  0.000 +-  0.000  0.000      7.90      7.90
  235 -10.64992  1.10229     10.345  0.000 +-  0.000  0.000     10.34     10.34
  236  -2.44493  5.68225     30.978  0.489 +-  0.000  0.000     -2.61     -7.38
  237   2.24803  4.48807     46.477  0.439 +-  0.000  0.000     16.32     11.24
  238  -7.17172  6.00246      4.103  0.000 +-  0.000  0.000      4.10      4.10
  239   0.04321  2.21251     19.101  0.259 +-  0.000  0.000      1.28     -4.27
  240   3.26424  1.46216     14.746  0.279 +-  0.000  0.000     -4.45     -4.64
  241  -2.16249  4.77132     23.369  0.429 +-  0.000  0.000     -6.11    -11.38
  242  -3.77769  0.96424     22.754  0.319 +-  0.000  0.000      0.82      2.85
  243  -7.49635  2.63039      7.524  0.000 +-  0.000  0.000      7.52      7.52
  244   6.03121  0.76129      7.939  0.100 +-  0.000  0.000      1.08      6.00
  245  -8.23544  2.19926     10.533  0.000 +-  0.000  0.000     10.53     10.53
  246 -11.18641  5.57990      1.038  0.000 +-  0.000  0.000      1.04      1.04
  247   1.91427  3.52174     18.779  0.229 +-  0.000  0.000      3.01     -0.26
  248   8.39326  2.02640      7.645  0.000 +-  0.000  0.000      7.65      7.65
  249   6.72311  2.81234     24.345  0.000 +-  0.000  0.000     24.34     24.34
  250  -8.13155  6.12173      6.559  0.000 +-  0.000  0.000      6.56      6.56
  251  -8.31604  1.42789      9.853  0.000 +-  0.000  0.000      9.85      9.85
  252   0.58377  3.86999      7.451  0.219 +-  0.000  0.000     -7.63    -12.18
  253  -3.18522  0.74234      4.729  0.150 +-  0.000  0.000     -5.55     -5.80
  254   4.79351  4.03498     26.765  0.648 +-  0.000  0.000    -17.79     -2.70
  255   0.69797  2.01193     24.256  0.379 +-  0.000  0.000     -1.79     -9.54
  256   0.58966  4.68015      5.539  0.100 +-  0.000  0.000     -1.32     -3.38
  257  -1.46283  4.33075     30.978  0.399 +-  0.000  0.000      3.56     -3.31
  258  -8.51921  5.48803     10.243  0.000 +-  0.000  0.000     10.24     10.24
  259   8.70945  2.71582      5.704  0.000 +-  0.000  0.000      5.70      5.70
  260  -6.57029  1.62230     16.180  0.000 +-  0.000  0.000     16.18     16.18
  261   4.50906  1.30994     29.619  0.509 +-  0.000  0.000     -5.34      3.88
  262  12.05604  1.24132      2.464  0.000 +-  0.000  0.000      2.46      2.46
  263   4.34741  5.61241     19.773  0.349 +-  0.000  0.000     -4.22      1.14
  264   0.32081  1.65285     21.807  0.289 +-  0.000  0.000      1.93     -4.20
  265  13.82718  3.46731      4.600  0.000 +-  0.000  0.000      4.60      4.60
  266  -3.30351  2.14255      1.803  0.170 +-  0.000  0.000     -9.85     -9.88
  267   1.81134  2.60459     41.575  0.459 +-  0.000  0.000     10.04      3.16
  268   3.21108  5.97399     30.249  0.389 +-  0.000  0.000      3.52      2.99
  269 -10.74435  5.93349      5.064  0.000 +-  0.000  0.000      5.06      5.06
  270   4.01079  1.73420     18.166  0.439 +-  0.000  0.000    -11.99     -7.66
  271   5.47324  2.09522      3.189  0.269 +-  0.000  0.000    -15.32     -5.40
  272   7.88913  2.79489     13.021  0.000 +-  0.000  0.000     13.02     13.02
  273   9.44862  0.37276      8.608  0.000 +-  0.000  0.000      8.61      8.61
  274   8.83203  6.18274      4.172  0.000 +-  0.000  0.000      4.17      4.17
  275  -4.27907  0.83063     11.252  0.199 +-  0.000  0.000     -2.46      0.38
  276  -7.90974  1.05969     10.440  0.000 +-  0.000  0.000     10.44     10.44
  277  -4.76484  5.26951     31.235  0.618 +-  0.000  0.000    -11.26      2.80
  278  -2.86073  2.22716     33.406  0.409 +-  0.000  0.000      5.30      3.06
  279   5.47869  2.88957     14.806  0.289 +-  0.000  0.000     -5.07      5.61
  280  -1.09182  5.56340     12.257  0.219 +-  0.000  0.000     -2.82     -7.01
  281  -9.44462  4.55732      6.131  0.000 +-  0.000  0.000      6.13      6.13
  282  -6.42442  5.92167      9.715  0.040 +-  0.000  0.000      6.97      9.32
  283  -0.33055  4.31398     10.953  0.110 +-  0.000  0.000      3.41      1.09
  284  -2.28076  0.27262     52.985  0.469 +-  0.000  0.000     20.77     15.48
  285  -5.30936  0.66609      1.733  0.110 +-  0.000  0.000     -5.81     -2.14
  286   1.83811  5.83382     46.278  0.459 +-  0.000  0.000     14.75      7.95
  287 -12.22579  5.76122      2.144  0.000 +-  0.000  0.000      2.14      2.14
  288  -4.60989  4.84788     14.209  0.329 +-  0.000  0.000     -8.41     -1.86
  289   2.14115  6.16914     20.699  0.170 +-  0.000  0.000      9.05      6.93
  290  -1.86515  0.54202     31.492  0.249 +-  0.000  0.000     14.36     10.71
  291  -9.59992  5.72814      7.049  0.000 +-  0.000  0.000      7.05      7.05
  292  10.75493  2.30760      3.326  0.000 +-  0.000  0.000      3.33      3.33
  293   6.92645  3.53040      4.048  0.000 +-  0.000  0.000      4.05      4.05
  294   6.08785  5.06558      7.890  0.090 +-  0.000  0.000      1.72      6.27
  295  -7.80182  3.71726     11.379  0.000 +-  0.000  0.000     11.38     11.38
  296   7.71016  4.75977     12.608  0.000 +-  0.000  0.000     12.61     12.61
  297  -9.67296  1.26732      8.438  0.000 +-  0.000  0.000      8.44      8.44
  298   8.92319  3.91732      1.722  0.000 +-  0.000  0.000      1.72      1.72
  299   6.17966  4.34146     15.596  0.110 +-  0.000  0.000      8.06     13.85
  300   4.37366  2.18528     10.367  0.239 +-  0.000  0.000     -6.08     -2.30
  301  -1.24127  1.01531     63.758  0.598 +-  0.000  0.000     22.63     11.63
  302  -0.19178  0.95087    130.560  0.519 +-  0.000  0.000     94.92     83.86
  303  -6.16093  1.30789      7.919  0.070 +-  0.000  0.000      3.12      6.78
  304  11.13396  0.83967      1.256  0.000 +-  0.000  0.000      1.26      1.26
  305   4.56801  0.14682     13.816  0.359 +-  0.000  0.000    -10.86     -3.98
  306   7.92475  3.50236      6.853  0.000 +-  0.000  0.000      6.85      6.85
  307   2.57768  0.03480     31.962  0.349 +-  0.000  0.000      7.97      5.01
  308  -8.03840  0.46519      4.007  0.000 +-  0.000  0.000      4.01      4.01
  309  -1.94576  5.21998      7.839  0.189 +-  0.000  0.000     -5.18     -7.84
  310   0.93050  3.39093     34.123  0.389 +-  0.000  0.000      7.39     -0.27
  311  -8.36690  5.02452      1.143  0.000 +-  0.000  0.000      1.14      1.14
  312   5.81014  3.46841      8.875  0.209 +-  0.000  0.000     -5.52      3.74
  313  -9.97687  3.95637      3.849  0.000 +-  0.000  0.000      3.85      3.85
  314  15.44602  3.12999      1.291  0.000 +-  0.000  0.000      1.29      1.29
  315   2.50445  5.58690     36.320  0.519 +-  0.000  0.000      0.68     -4.09
  316   6.82733  0.30963     11.272  0.000 +-  0.000  0.000     11.27     11.27
  317   2.48139  3.04195     21.120  0.269 +-  0.000  0.000      2.61      0.08
  318  -2.61623  1.56220     30.949  0.429 +-  0.000  0.000      1.47     -1.99
  319  -3.77422  2.45263     25.853  0.459 +-  0.000  0.000     -5.68     -2.79
  320 -11.87092  0.16439      4.486  0.000 +-  0.000  0.000      4.49      4.49
